predicate,edge_sab,edge_count
may_be_prevented_by,MED-RT,2691
may_prevent,MED-RT,2691
disease_may_have_associated_disease,NCI,2668
may_be_associated_disease_of_disease,NCI,2668
has_procedure_context,SNOMEDCT_US,2661
procedure_context_of,SNOMEDCT_US,2661
has_associated_condition,MEDLINEPLUS,2628
associated_condition_of,MEDLINEPLUS,2628
isa,NPO,2614
inverse_isa,NPO,2614
pathology_of,CPT,2592
has_pathology,CPT,2592
is_given_pharmaceutical_substance_for,LNC,2547
has_given_pharmaceutical_substance,LNC,2547
procedure_device_of,CPT,2534
has_procedure_device,CPT,2534
has_alternative,SNOMEDCT_US,2528
alternative_of,SNOMEDCT_US,2528
continuous_with,FMA,2512
finding_method_of,SNOMEDCT_US,2495
has_finding_method,SNOMEDCT_US,2495
has_modification,SNOMEDCT_US,2488
is_modification_of,SNOMEDCT_US,2488
gene_product_sequence_variation_encoded_by_gene_mutant,NCI,2484
gene_mutant_encodes_gene_product_sequence_variation,NCI,2484
inverse_disease_has_location,EFO,2474
disease_has_location,EFO,2474
LS,,2429
has_component,CPT,2393
component_of,CPT,2393
is_chemical_classification_of_gene_product,NCI,2389
gene_product_has_chemical_classification,NCI,2389
included_in,RXNORM,2389
includes,RXNORM,2389
gene_disease_validity,CLINGEN,2350
inverse_gene_disease_validity,CLINGEN,2350
direct_device_of,MEDCIN,2334
has_direct_device,MEDCIN,2334
associated_with,LNC,2320
see,CSP,2247
see_from,CSP,2247
isa,PATO_BASE,2233
inverse_isa,PATO_BASE,2233
used_in_dataset,HMFIELD,2226
inverse_used_in_dataset,HMFIELD,2226
MTH_RXN_BD,,2215
defining_characteristic_of,NANDA-I,2201
has_defining_characteristic,NANDA-I,2201
nerve_supply_of,FMA,2133
has_nerve_supply,FMA,2133
gene_associated_with_disease,NCI,2125
disease_has_associated_gene,NCI,2125
property_of,SNOMEDCT_US,2097
has_property,SNOMEDCT_US,2097
MTH_SY,,2088
rq,MEDLINEPLUS,2088
citation,PROTEOFORM,2088
inverse_citation,PROTEOFORM,2088
isa,NEU,2087
inverse_isa,NEU,2087
is_pharmaceutical_route_for,LNC,2041
has_pharmaceutical_route,LNC,2041
has_free_acid_or_base_form,NCI,2028
has_salt_form,NCI,2028
has_subject_relationship_context,MEDCIN,2024
subject_relationship_context_of,MEDCIN,2024
derives_into,EFO,2024
derives_from,EFO,2024
access_of,SNOMEDCT_US,2010
has_access,SNOMEDCT_US,2010
measures,CPM,2008
measured_by,CPM,2008
MTH_RXN_CD,,1993
has_view_type,LNC,1991
is_view_type_for,LNC,1991
mapped_to,CDCREC,1977
mapped_from,CDCREC,1977
sy,GO,1964
continuous_distally_with,FMA,1948
continuous_proximally_with,FMA,1948
inverse_is_tautomer_of,CHEBI,1946
is_tautomer_of,CHEBI,1946
has_contraindicated_class,MED-RT,1932
contraindicated_class_of,MED-RT,1932
PT_PATO_BASE,,1887
disease_excludes_normal_tissue_origin,NCI,1878
is_not_normal_tissue_origin_of_disease,NCI,1878
tissue_is_expression_site_of_gene_product,NCI,1875
gene_product_expressed_in_tissue,NCI,1875
chd,MEDLINEPLUS,1864
par,MEDLINEPLUS,1864
par,USPMG,1837
chd,USPMG,1837
MTH_RXN_DP,,1824
inverse_has_parent_hydride,CHEBI,1823
has_parent_hydride,CHEBI,1823
eo_disease_maps_to_human_disease,NCI,1801
human_disease_maps_to_eo_disease,NCI,1801
PT_NPO,,1766
lab_number_of,PDQ,1765
has_lab_number,PDQ,1765
uses_substance,CPT,1749
substance_used_by,CPT,1749
VS,,1740
referred_to_by,SNOMEDCT_US,1722
refers_to,SNOMEDCT_US,1722
has_procedure_morphology,MEDCIN,1710
procedure_morphology_of,MEDCIN,1710
ro,HP,1696
replaces,GO,1694
replaced_by,GO,1694
part_of,NPOSKCAN,1688
has_part,NPOSKCAN,1688
realization_of,SNOMEDCT_US,1686
has_realization,SNOMEDCT_US,1686
inverse_disease_has_location,DOID,1679
disease_has_location,DOID,1679
par,ICF-CY,1670
chd,ICF-CY,1670
isa,MI,1665
inverse_isa,MI,1665
has_tributary,UWDA,1659
tributary_of,UWDA,1659
inverse_has_disease_location,EFO,1659
has_disease_location,EFO,1659
clinical_course_of,MEDCIN,1654
has_clinical_course,MEDCIN,1654
CHN,,1651
inheres_in,SNOMEDCT_US,1587
has_inherent_attribute,SNOMEDCT_US,1587
characterizes,SNOMEDCT_US,1582
characterized_by,SNOMEDCT_US,1582
develops_from,MP,1580
develops_into,MP,1580
disease_may_have_abnormal_cell,NCI,1575
may_be_abnormal_cell_of_disease,NCI,1575
has_associated_morphology,SNOMEDCT_VET,1551
associated_morphology_of,SNOMEDCT_VET,1551
gene_involved_in_pathogenesis_of_disease,NCI,1531
pathogenesis_of_disease_involves_gene,NCI,1531
has_procedure_approach,SNOMEDCT_US,1500
procedure_approach_of,SNOMEDCT_US,1500
has_associated_finding,MEDCIN,1486
associated_finding_of,MEDCIN,1486
is_grade_of_disease,NCI,1473
disease_is_grade,NCI,1473
scale_type_of,SNOMEDCT_US,1464
has_scale_type,SNOMEDCT_US,1464
PS,,1449
is_organism_source_of_gene_product,NCI,1444
gene_product_has_organism_source,NCI,1444
has_specimen_source_topography,SNOMEDCT_US,1443
specimen_source_topography_of,SNOMEDCT_US,1443
MTH_FN,,1442
chd,ICF,1438
par,ICF,1438
archetype_of,LNC,1436
has_archetype,LNC,1436
PHENO_ET,,1394
characteristic_of,EFO,1387
has_characteristic,EFO,1387
HS,,1383
develops_into,UBERON_BASE,1372
develops_from,UBERON_BASE,1372
has_part,CL,1367
part_of,CL,1367
exhibited_by,MTH,1355
exhibits,MTH,1355
entry_term_of,OMIM,1339
has_entry_term,OMIM,1339
labelpartof,NPOSKCAN,1326
inverse_labelpartof,NPOSKCAN,1326
use,PSY,1319
used_for,PSY,1319
inverse_used_in_schema,HMFIELD,1319
used_in_schema,HMFIELD,1319
isa,CDCREC,1313
inverse_isa,CDCREC,1313
has_specimen,CPT,1303
specimen_of,CPT,1303
is_substitutent_group_from,CHEBI,1289
inverse_is_substitutent_group_from,CHEBI,1289
isa,HRA,1282
inverse_isa,HRA,1282
has_action_guidance,LNC,1264
is_action_guidance_for,LNC,1264
is_associated_disease_of,NCI,1263
disease_has_associated_disease,NCI,1263
is_modality_subtype_for,LNC,1246
has_modality_subtype,LNC,1246
isa,OBIB,1235
inverse_isa,OBIB,1235
isa,ATC,1229
inverse_isa,ATC,1229
is_approximately_equivalent_to,HPOMP,1226
inverse_is_approximately_equivalent_to,HPOMP,1226
cytogenetic_abnormality_involves_chromosome,NCI,1208
chromosome_involved_in_cytogenetic_abnormality,NCI,1208
procedure_site_of_possibly_included,CPT,1192
has_possibly_included_procedure_site,CPT,1192
disease_causing_germline_mutation_s___loss_of_function__in,ORDO,1189
inverse_disease_causing_germline_mutation_s___loss_of_function__in,ORDO,1189
property_of,MEDCIN,1182
has_property,MEDCIN,1182
associated_condition_of,NANDA-I,1159
has_associated_condition,NANDA-I,1159
has_presence_guidance,LNC,1146
is_presence_guidance_for,LNC,1146
has_tributary,FMA,1138
tributary_of,FMA,1138
has_time_aspect,SNOMEDCT_US,1136
time_aspect_of,SNOMEDCT_US,1136
is_not_molecular_abnormality_of_disease,NCI,1124
disease_excludes_molecular_abnormality,NCI,1124
uses_access_device,SNOMEDCT_US,1122
access_device_used_by,SNOMEDCT_US,1122
has_field,CEDAR,1108
inverse_has_field,CEDAR,1108
procedure_has_target_anatomy,NCI,1102
target_anatomy_has_procedure,NCI,1102
diagnostic_criteria_of,DSM-5,1101
has_diagnostic_criteria,DSM-5,1101
part_of,NPO,1086
has_part,NPO,1086
related_factor_of,NANDA-I,1085
has_related_factor,NANDA-I,1085
par,CCS,1083
chd,CCS,1083
has_possibly_included_method,CPT,1071
method_of_possibly_included,CPT,1071
has_specimen_substance,SNOMEDCT_US,1070
specimen_substance_of,SNOMEDCT_US,1070
is_dipg_dmg_authorized_value_for_variable,NCI,1059
has_dipg_dmg_authorized_value,NCI,1059
sy,MED-RT,1032
regulated_by,MP,1032
regulates,MP,1032
RXN_PT,,1024
quality_of,EFO,1017
has_quality,EFO,1017
has_specimen_procedure,SNOMEDCT_US,1016
specimen_procedure_of,SNOMEDCT_US,1016
realizes,OBI,1013
realized_in,OBI,1013
revision_status_of,SNOMEDCT_US,1009
has_revision_status,SNOMEDCT_US,1009
inhibition,WP,1007
inverse_inhibition,WP,1007
gene_has_physical_location,NCI,985
is_physical_location_of_gene,NCI,985
DF,,980
has_role,EFO,972
role_of,EFO,972
has_product_monograph_title,USP,966
product_monograph_title_of,USP,966
cell_type_or_tissue_affected_by_chemical_or_drug,NCI,946
chemical_or_drug_affects_cell_type_or_tissue,NCI,946
determined_using_sample_from,BIOMARKER,939
inverse_determined_using_sample_from,BIOMARKER,939
PT_HPOMP,,924
energy_used_by,SNOMEDCT_US,922
uses_energy,SNOMEDCT_US,922
gene_product_variant_of_gene_product,NCI,920
gene_product_has_gene_product_variant,NCI,920
par,CDT,919
chd,CDT,919
sy,HP,914
isa,SENNET,902
inverse_isa,SENNET,902
MTH_ET,,900
stimulation,WP,899
inverse_stimulation,WP,899
negatively_regulates,MP,897
negatively_regulated_by,MP,897
positively_regulates,MP,896
positively_regulated_by,MP,896
due_to,MEDCIN,894
cause_of,MEDCIN,894
contained_in,FMA,893
contains,FMA,893
has_associated_procedure,CPT,886
associated_procedure_of,CPT,886
bounded_by,FMA,880
bounds,FMA,880
approach_of,CPT,874
has_approach,CPT,874
isa,HUBMAP,868
inverse_isa,HUBMAP,868
has_device_intended_site,SNOMEDCT_US,866
device_intended_site_of,SNOMEDCT_US,866
occurs_in,MP,851
contains_process,MP,851
referred_to,ORDO,850
inverse_referred_to,ORDO,850
binding,WP,843
inverse_binding,WP,843
SD,,838
occurs_before,MEDCIN,835
occurs_after,MEDCIN,835
associated_observation_of,MEDCIN,831
has_associated_observation,MEDCIN,831
MP,,829
gene_product_is_physical_part_of,NCI,829
complex_has_physical_part,NCI,829
afferent_to,FMA,823
efferent_to,FMA,823
access_of,MEDCIN,819
has_access,MEDCIN,819
has_inherent_location,SNOMEDCT_US,817
interprets,SNOMEDCT_VET,817
is_interpreted_by,SNOMEDCT_VET,817
inherent_location_of,SNOMEDCT_US,817
receives_input_from,FMA,810
sends_output_to,FMA,810
has_risk_factor,NANDA-I,810
risk_factor_of,NANDA-I,810
has_pcdc_os_authorized_value,NCI,808
is_pcdc_os_authorized_value_for_variable,NCI,808
modifies,CCC,800
modified_by,CCC,800
has_pcdc_hl_authorized_value,NCI,799
is_pcdc_hl_authorized_value_for_variable,NCI,799
isa,UBKGSOURCE,795
inverse_isa,UBKGSOURCE,795
is_acc_aha_sars2_authorized_value_for_variable,NCI,781
has_acc_aha_sars2_authorized_value,NCI,781
isa,HRAVS,774
inverse_isa,HRAVS,774
is_pcdc_ews_authorized_value_for_variable,NCI,773
has_pcdc_ews_authorized_value,NCI,773
DC10,,765
lymphatic_drainage_of,FMA,764
has_lymphatic_drainage,FMA,764
has_seronet_authorized_value,NCI,760
is_seronet_authorized_value_for_variable,NCI,760
HC,,758
CDO,,757
sy,MEDLINEPLUS,754
is_not_cytogenetic_abnormality_of_disease,NCI,754
disease_excludes_cytogenetic_abnormality,NCI,754
has_primary_input,MP,749
inverse_has_primary_input,MP,749
isa,SBO,745
inverse_isa,SBO,745
BPCK,,741
pathological_process_of,SNOMEDCT_VET,739
has_pathological_process,SNOMEDCT_VET,739
isa,AZ,729
inverse_isa,AZ,729
has_ooro_pc_value,NCI,725
is_ooro_pc_value_of,NCI,725
diagnostic_for,BIOMARKER,721
inverse_diagnostic_for,BIOMARKER,721
has_active_ingredient,SNOMEDCT_VET,711
active_ingredient_of,SNOMEDCT_VET,711
has_segmental_supply,FMA,705
segmental_supply_of,FMA,705
biological_process_is_part_of_process,NCI,700
process_includes_biological_process,NCI,700
prognostic_for,BIOMARKER,698
inverse_prognostic_for,BIOMARKER,698
located_in,AZ,698
location_of,AZ,698
has_at_risk_population,NANDA-I,695
population_at_risk_for,NANDA-I,695
MD,,693
articulates_with,FMA,692
mapped_from,MEDLINEPLUS,690
mapped_to,MEDLINEPLUS,690
chd,ICPC2EENG,688
par,ICPC2EENG,688
AD,,684
contributes_to_morphology_of,MP,675
inverse_contributes_to_morphology_of,MP,675
has_role,MP,674
role_of,MP,674
has_technique,SNOMEDCT_US,657
is_pcdc_aml_authorized_value_for_variable,NCI,657
has_pcdc_aml_authorized_value,NCI,657
technique_of,SNOMEDCT_US,657
severity_of,MEDCIN,650
pharmaceutical_state_of_matter_of,NCI,650
enzyme_metabolizes_chemical_or_drug,NCI,650
chemical_or_drug_is_metabolized_by_enzyme,NCI,650
has_severity,MEDCIN,650
has_pharmaceutical_state_of_matter,NCI,650
has_part,OBI,641
part_of,OBI,641
GPCK,,636
arterial_supply_of,FMA,632
has_arterial_supply,FMA,632
inverse_contributes_to_morphology_of,UBERON_BASE,632
contributes_to_morphology_of,UBERON_BASE,632
inverse_composed_primarily_of,UBERON_BASE,631
composed_primarily_of,UBERON_BASE,631
UCN,,628
has_pharmaceutical_basic_dose_form,NCI,627
pharmaceutical_basic_dose_form_of,NCI,627
indicated_by_above_normal_level_of,BIOMARKER,624
inverse_indicated_by_above_normal_level_of,BIOMARKER,624
USY,,623
has_direct_site,SNOMEDCT_US,619
direct_site_of,SNOMEDCT_US,619
IV,,614
OC,,612
role_of,OBI,611
has_role,OBI,611
LV,,609
causative_agent_of,SNOMEDCT_VET,607
has_causative_agent,SNOMEDCT_VET,607
has_plasma_membrane_part,CL,604
inverse_has_plasma_membrane_part,CL,604
disease_has_cytogenetic_abnormality,NCI,602
is_cytogenetic_abnormality_of_disease,NCI,602
has_indirect_morphology,SNOMEDCT_US,601
indirect_morphology_of,SNOMEDCT_US,601
derives_into,DOID,598
derives_from,DOID,598
inverse_in_taxon,UBERON_BASE,595
in_taxon,UBERON_BASE,595
isa,UO,593
inverse_isa,UO,593
has_surgical_extent,CPT,591
surgical_extent_of,CPT,591
has_pharmaceutical_administration_method,NCI,583
pharmaceutical_administration_method_of,NCI,583
inverse_results_in_development_of,MP,580
results_in_development_of,MP,580
has_alias,OMIM,577
alias_of,OMIM,577
DC9,,572
characteristic_of,OBI,572
has_characteristic,OBI,572
PSC,,571
inverse_connects,UBERON_BASE,570
connects,UBERON_BASE,570
pharmaceutical_intended_site_of,NCI,566
surgical_approach_of,MEDCIN,566
has_surgical_approach,MEDCIN,566
has_pharmaceutical_intended_site,NCI,566
SP,,562
biological_process_has_associated_location,NCI,558
is_location_of_biological_process,NCI,558
has_pharmaceutical_transformation,NCI,557
pharmaceutical_transformation_of,NCI,557
sy,RXNORM,554
procedure_has_excised_anatomy,NCI,549
excised_anatomy_has_procedure,NCI,549
posterior_to,FMA,545
realized_in,EFO,545
anterior_to,FMA,545
realizes,EFO,545
isa,VCCF,545
inverse_isa,VCCF,545
lacks_plasma_membrane_part,CL,542
inverse_lacks_plasma_membrane_part,CL,542
pharmaceutical_release_characteristics_of,NCI,539
has_pharmaceutical_release_characteristics,NCI,539
delineates,NPOSKCAN,530
inverse_delineates,NPOSKCAN,530
actual_outcome_of,CCC,525
expected_outcome_of,CCC,525
has_actual_outcome,CCC,525
has_expected_outcome,CCC,525
is_exam_for,LNC,518
has_exam,LNC,518
HD,,517
print_name_of,VANDF,516
has_print_name,VANDF,516
transcriptiontranslation,WP,516
inverse_transcriptiontranslation,WP,516
PT_OBI,,513
MTH_PTN,,512
gene_product_malfunction_associated_with_disease,NCI,511
associated_with_malfunction_of_gene_product,NCI,511
laterality_of,SNOMEDCT_VET,510
has_laterality,SNOMEDCT_VET,510
intent_of,MEDCIN,507
disease_has_metastatic_anatomic_site,NCI,507
has_object_guidance,LNC,507
is_metastatic_anatomic_site_of_disease,NCI,507
has_intent,MEDCIN,507
is_object_guidance_for,LNC,507
rn,HP,504
rb,HP,504
attaches_to,FMA,500
receives_attachment_from,FMA,500
located_in,VCCF,500
location_of,VCCF,500
direct_right_of,FMA,487
has_occurrence,MEDCIN,487
occurs_in,MEDCIN,487
direct_left_of,FMA,487
MTH_HT,,486
has_marker_gene_in_kidney,HMAZ,485
inverse_has_marker_gene_in_kidney,HMAZ,485
MTH_LLT,,483
HTN,,478
isa,HMFIELD,478
inverse_isa,HMFIELD,478
acted_on_by_process,SNOMEDCT_US,476
process_acts_on,SNOMEDCT_US,476
is_pcdc_gct_authorized_value_for_variable,NCI,471
has_pcdc_gct_authorized_value,NCI,471
inferior_to,FMA,469
superior_to,FMA,469
gene_product_affected_by_chemical_or_drug,NCI,468
chemical_or_drug_affects_gene_product,NCI,468
SEMANTIC_RELATED_TO,,464
isa,PAZ,463
inverse_isa,PAZ,463
has_contraindicated_mechanism_of_action,MED-RT,457
contraindicated_mechanism_of_action_of,MED-RT,457
located_in,PAZ,453
location_of,PAZ,453
has_dose_form_intended_site,SNOMEDCT_US,450
dose_form_intended_site_of,SNOMEDCT_US,450
has_maneuver_type,LNC,446
is_maneuver_type_for,LNC,446
major_susceptibility_factor_in,ORDO,440
inverse_major_susceptibility_factor_in,ORDO,440
regimen_has_accepted_use_for_disease,NCI,439
disease_has_accepted_treatment_with_regimen,NCI,439
capable_of,CL,439
inverse_capable_of,CL,439
ro,ICD10AM,434
process_is_result_of,OBI,425
inverse_process_is_result_of,OBI,425
mapped_to,CVX,424
mapped_from,CVX,424
possibly_replaces,SNOMEDCT_US,424
possibly_replaced_by,SNOMEDCT_US,424
chd,OMS,422
par,OMS,422
is_paired_with_value_set,NCI,422
value_set_is_paired_with,NCI,422
chd,CCC,419
par,CCC,419
connects,MP,416
inverse_connects,MP,416
develops_from,CL,414
develops_into,CL,414
dose_form_release_characteristic_of,SNOMEDCT_US,411
has_dose_form_release_characteristic,SNOMEDCT_US,411
dose_form_administration_method_of,SNOMEDCT_US,408
has_dose_form_administration_method,SNOMEDCT_US,408
composed_primarily_of,MP,408
inverse_composed_primarily_of,MP,408
MV,,403
AM,,403
hasmorphologicalphenotype,NPOSKCAN,402
hasinstanceintaxon,NPOSKCAN,402
inverse_hasmorphologicalphenotype,NPOSKCAN,402
inverse_hasinstanceintaxon,NPOSKCAN,402
MTH_RXN_CDC,,399
CSY,,399
during,SNOMEDCT_US,392
inverse_during,SNOMEDCT_US,392
has_basic_dose_form,SNOMEDCT_US,391
basic_dose_form_of,SNOMEDCT_US,391
dose_form_transformation_of,SNOMEDCT_US,391
has_dose_form_transformation,SNOMEDCT_US,391
icd_dagger,ICD10AM,390
supported_concept_property_in,HL7V3.0,388
has_supported_concept_property,HL7V3.0,388
biomarker_type_includes_gene_product,NCI,384
gene_product_is_biomarker_type,NCI,384
SI,,377
sign_or_symptom_of,OMS,376
has_sign_or_symptom,OMS,376
inverse_existence_starts_during,DOID,370
existence_starts_during,DOID,370
is_approach_guidance_for,LNC,368
has_approach_guidance,LNC,368
has_direct_morphology,MEDCIN,367
direct_morphology_of,MEDCIN,367
method_of,SNOMEDCT_VET,364
has_method,SNOMEDCT_VET,364
has_pcdc_data_type,NCI,363
pcdc_data_type_of,NCI,363
is_location_of_anatomic_structure,NCI,360
anatomic_structure_has_location,NCI,360
disease_mapped_to_chromosome,NCI,358
chd,CCSR_ICD10PCS,358
chromosome_mapped_to_disease,NCI,358
par,CCSR_ICD10PCS,358
is_pcdc_all_authorized_value_for_variable,NCI,354
has_pcdc_all_authorized_value,NCI,354
inverse_adjacent_to,UBERON_BASE,354
adjacent_to,UBERON_BASE,354
compositional_material_of,SNOMEDCT_US,353
has_compositional_material,SNOMEDCT_US,353
procedure_device_of_possibly_included,CPT,350
has_possibly_included_procedure_device,CPT,350
attached_by,GLYCANS,349
inverse_attached_by,GLYCANS,349
process_duration_of,SNOMEDCT_US,345
has_process_duration,SNOMEDCT_US,345
has_supported_concept_relationship,HL7V3.0,341
supported_concept_relationship_in,HL7V3.0,341
inverse_has_material_basis_in,DOID,339
has_material_basis_in,DOID,339
HG,,337
sy,PDQ,330
used_in_entity,HMFIELD,329
inverse_used_in_entity,HMFIELD,329
replaces,ICPC2P,325
replaced_by,ICPC2P,325
results_in_morphogenesis_of,MP,324
inverse_results_in_morphogenesis_of,MP,324
has_part_anatomy_structure,SNOMEDCT_US,323
part_anatomy_structure_of,SNOMEDCT_US,323
candidate_gene_tested_in,ORDO,322
capable_of,MP,322
inverse_capable_of,MP,322
inverse_candidate_gene_tested_in,ORDO,322
plays_role,SNOMEDCT_VET,318
role_played_by,SNOMEDCT_VET,318
has_datatype,HMFIELD,316
inverse_has_datatype,HMFIELD,316
PT_OBIB,,313
chd,NANDA-I,306
par,NANDA-I,306
inverse_overlaps,UBERON_BASE,305
overlaps,UBERON_BASE,305
NPT,,297
achieves_planned_objective,OBI,296
inverse_achieves_planned_objective,OBI,296
chd,PNDS,295
par,PNDS,295
has_specified_output,OBI,295
inverse_has_specified_output,OBI,295
replaced_by,HP,291
access_device_used_by,MEDCIN,291
par,AOT,291
uses_access_device,MEDCIN,291
chd,AOT,291
replaces,HP,291
moved_to,ORDO,289
inverse_disease_has_basis_in,DOID,289
inverse_moved_to,ORDO,289
disease_has_basis_in,DOID,289
ro,SRC,286
lacks_plasma_membrane_part,MP,286
inverse_lacks_plasma_membrane_part,MP,286
is_specified_output_of,OBI,285
inverse_is_specified_output_of,OBI,285
has_route_of_administration,SNOMEDCT_US,282
route_of_administration_of,SNOMEDCT_US,282
origin_of,FMA,277
has_origin,FMA,277
has_contraindicated_physiologic_effect,MED-RT,274
contraindicated_physiologic_effect_of,MED-RT,274
derives,FMA,274
derives_from,FMA,274
has_excluded_procedure_site,CPT,273
procedure_site_of_excluded,CPT,273
isa,CEDAR,272
inverse_isa,CEDAR,272
has_specified_input,OBI,268
inverse_has_specified_input,OBI,268
predicted_in,ERCCRBP,268
inverse_predicted_in,ERCCRBP,268
adjacent_to,MP,266
inverse_adjacent_to,MP,266
has_priority,SNOMEDCT_US,265
priority_of,SNOMEDCT_US,265
rn,AOT,264
rb,AOT,264
inverse_is_conjugate_acid_of,MP,261
is_conjugate_base_of,MP,261
inverse_is_conjugate_base_of,MP,261
is_conjugate_acid_of,MP,261
hasdendritemorphologicalphenotype,NPOSKCAN,258
inverse_hasdendritemorphologicalphenotype,NPOSKCAN,258
answer_to_is_sterile,SNOMEDCT_US,254
is_sterile,SNOMEDCT_US,254
role_in_the_phenotype_of,ORDO,254
inverse_role_in_the_phenotype_of,ORDO,254
procedure_has_partially_excised_anatomy,NCI,252
related_object,FMA,252
partially_excised_anatomy_has_procedure,NCI,252
hasbiologicalsex,NPOSKCAN,252
hasreporterexpressionphenotype,NPOSKCAN,252
inverse_hasbiologicalsex,NPOSKCAN,252
inverse_hasreporterexpressionphenotype,NPOSKCAN,252
drains_into,FMA,251
receives_drainage_from,FMA,251
innervates,UBERON_BASE,248
innervated_by,UBERON_BASE,248
occurs_in,GO,247
has_occurrence,GO,247
has_function,OBI,246
function_of,OBI,246
associated_genetic_condition,PDQ,241
associated_disease,PDQ,241
eo_disease_has_property_or_attribute,NCI,240
is_property_or_attribute_of_eo_disease,NCI,240
part_of_a_fusion_gene_in,ORDO,239
inverse_part_of_a_fusion_gene_in,ORDO,239
has_soma_location,CL,239
inverse_has_soma_location,CL,239
has_procedure_device,SNOMEDCT_US,238
procedure_device_of,SNOMEDCT_US,238
isa,HSAPDV,238
inverse_isa,HSAPDV,238
part_of,HSAPDV,237
has_part,HSAPDV,237
has_time_modifier,LNC,236
time_modifier_of,LNC,236
has_plasma_membrane_part,MP,236
inverse_has_plasma_membrane_part,MP,236
hasdriverexpressionphenotype,NPOSKCAN,231
inverse_hasdriverexpressionphenotype,NPOSKCAN,231
SMQ,,230
disease_has_inflammation_site,EFO,230
inverse_disease_has_inflammation_site,EFO,230
role_played_by,SNOMEDCT_US,229
plays_role,SNOMEDCT_US,229
inverse_has_muscle_insertion,UBERON_BASE,229
inverse_connected_to,UBERON_BASE,229
has_muscle_insertion,UBERON_BASE,229
connected_to,UBERON_BASE,229
has_physiologic_state,SNOMEDCT_VET,228
physiologic_state_of,SNOMEDCT_VET,228
inverse_vessel_supplies_blood_to,UBERON_BASE,228
has_topic,EDAM,228
inverse_has_topic,EDAM,228
vessel_supplies_blood_to,UBERON_BASE,228
gene_has_abnormality,NCI,227
has_excluded_method,CPT,227
method_of_excluded,CPT,227
is_abnormality_of_gene,NCI,227
measures,MTH,226
measured_by,MTH,226
disease_may_have_normal_cell_origin,NCI,225
may_be_normal_cell_origin_of_disease,NCI,225
has_marker_gene_in_liver,HMAZ,225
inverse_has_marker_gene_in_liver,HMAZ,225
route_of_administration_of,CPT,221
has_route_of_administration,CPT,221
disease_causing_somatic_mutation_s__in,ORDO,221
inverse_disease_causing_somatic_mutation_s__in,ORDO,221
has_interpretation,SNOMEDCT_VET,220
interpretation_of,SNOMEDCT_VET,220
immediately_preceded_by,HSAPDV,220
immediately_precedes,HSAPDV,220
inverse_has_muscle_origin,UBERON_BASE,219
has_muscle_origin,UBERON_BASE,219
mapped_to,HCPT,218
mapped_from,HCPT,218
strong_actionability,CLINGEN,218
inverse_strong_actionability,CLINGEN,218
PT_HRAVS,,217
has_datatype,CEDAR,214
inverse_has_datatype,CEDAR,214
has_insertion,FMA,213
insertion_of,FMA,213
has_adjustment,LNC,210
adjustment_of,LNC,210
towards,MP,210
inverse_towards,MP,210
disease_causing_germline_mutation_s___gain_of_function__in,ORDO,208
inverse_disease_causing_germline_mutation_s___gain_of_function__in,ORDO,208
lateral_to,FMA,207
medial_to,FMA,207
time_aspect_of,MEDCIN,205
has_time_aspect,MEDCIN,205
inverse_results_in_acquisition_of_features_of,MP,204
results_in_acquisition_of_features_of,MP,204
phenotype_of,DOID,203
has_phenotype,DOID,203
temporally_related_to,SNOMEDCT_US,202
has_inc_parent,NCI,201
inc_parent_of,NCI,201
has_marker_gene_in_heart,HMAZ,200
inverse_has_marker_gene_in_heart,HMAZ,200
inverse_has_potential_to_develop_into,UBERON_BASE,197
has_potential_to_develop_into,UBERON_BASE,197
rq,AOT,194
has_developmental_stage,FMA,193
developmental_stage_of,FMA,193
in_taxon,CL,192
inverse_in_taxon,CL,192
expresses,CL,190
expressed_in,CL,190
relative_to,SNOMEDCT_US,185
inverse_relative_to,SNOMEDCT_US,185
isa,FTU2D,185
inverse_isa,FTU2D,185
manufactured_by,MVX,184
manufactures,MVX,184
allele_has_abnormality,NCI,183
scale_type_of,MEDCIN,183
has_scale_type,MEDCIN,183
abnormality_associated_with_allele,NCI,183
distal_to,FMA,182
proximal_to,FMA,182
has_ctdc_value,NCI,182
is_ctdc_value_of,NCI,182
has_enzyme_protein,GLYCANS,182
inverse_has_enzyme_protein,GLYCANS,182
inverse_has_potential_to_develop_into,MP,181
has_potential_to_develop_into,MP,181
has_direct_procedure_site,SNOMEDCT_VET,179
direct_procedure_site_of,SNOMEDCT_VET,179
specimen_source_morphology_of,SNOMEDCT_US,179
has_associated_finding,CPT,179
has_specimen_source_morphology,SNOMEDCT_US,179
associated_finding_of,CPT,179
moderate_actionability,CLINGEN,178
inverse_moderate_actionability,CLINGEN,178
location_of,UBERON_BASE,176
located_in,UBERON_BASE,176
formed_as_result_of,MP,175
results_in_formation_of_anatomical_entity,MP,175
contributes_to_morphology_of,NPO,175
inverse_contributes_to_morphology_of,NPO,175
has_connecting_branch,UBERON_BASE,174
connecting_branch_of,UBERON_BASE,174
overlaps,MP,172
inverse_overlaps,MP,172
has_absorbability,SNOMEDCT_US,171
absorbability_of,SNOMEDCT_US,171
inverse_disease_has_major_feature,EFO,171
disease_has_major_feature,EFO,171
induces,MED-RT,169
induced_by,MED-RT,169
has_participant,EFO,169
inverse_attached_to,UBERON_BASE,169
attached_to,UBERON_BASE,169
participates_in,EFO,169
